brand,feature,mentions,pos_share,neu_share,neg_share,avg_conf
lucid,fast_charging,16,0.9375,0.0,0.0625,0.930596266875
bentley,fast_charging,8,1.0,0.0,0.0,0.93415004875
tesla,fast_charging,27,0.7037037037037037,0.0,0.2962962962962963,0.8749276585185185
porsche,fast_charging,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.8847349342857143
rollsroyce,fast_charging,12,1.0,0.0,0.0,0.94383951
