brand,delta_pos_share,new_brand_rank,new_top2_mean,base_brand_rank,base_top2_mean
ferrari,-0.2,5,-0.8911933130126501,4,-0.8911933130126501
ferrari,-0.1,4,-0.8911933130126501,4,-0.8911933130126501
ferrari,-0.05,4,-0.8911933130126501,4,-0.8911933130126501
ferrari,0.0,4,-0.8911933130126501,4,-0.8911933130126501
ferrari,0.05,4,-0.8911933130126501,4,-0.8911933130126501
ferrari,0.1,4,-0.8911933130126501,4,-0.8911933130126501
ferrari,0.2,4,-0.8911933130126501,4,-0.8911933130126501
