brand,delta_pos_share,new_brand_rank,new_top2_mean,base_brand_rank,base_top2_mean
porsche,-0.2,6,-0.9451071916235061,6,-0.9451071916235061
porsche,-0.1,6,-0.9451071916235061,6,-0.9451071916235061
porsche,-0.05,6,-0.9451071916235061,6,-0.9451071916235061
porsche,0.0,6,-0.9451071916235061,6,-0.9451071916235061
porsche,0.05,6,-0.9451071916235061,6,-0.9451071916235061
porsche,0.1,6,-0.9451071916235061,6,-0.9451071916235061
porsche,0.2,5,-0.9451071916235061,6,-0.9451071916235061
