brand,delta_pos_share,new_brand_rank,new_top2_mean,base_brand_rank,base_top2_mean
lucid,-0.2,1,-0.6039008584542025,1,-0.7263286489804529
lucid,-0.1,1,-0.6651147537173288,1,-0.7263286489804529
lucid,-0.05,1,-0.6957217013488892,1,-0.7263286489804529
lucid,0.0,1,-0.7263286489804529,1,-0.7263286489804529
lucid,0.05,2,-0.7516528332190733,1,-0.7263286489804529
lucid,0.1,2,-0.7710062703828295,1,-0.7263286489804529
lucid,0.2,2,-0.8057326466604353,1,-0.7263286489804529
