brand,delta_pos_share,new_brand_rank,new_top2_mean,base_brand_rank,base_top2_mean
bentley,-0.2,4,-0.8235125946418962,5,-0.9125348191887562
bentley,-0.1,5,-0.8680237069153254,5,-0.9125348191887562
bentley,-0.05,5,-0.8902792630520405,5,-0.9125348191887562
bentley,0.0,5,-0.9125348191887562,5,-0.9125348191887562
bentley,0.05,5,-0.9125348191887562,5,-0.9125348191887562
bentley,0.1,5,-0.9125348191887562,5,-0.9125348191887562
bentley,0.2,5,-0.9125348191887562,5,-0.9125348191887562
