brand,delta_pos_share,new_brand_rank,new_top2_mean,base_brand_rank,base_top2_mean
tesla,-0.2,1,-0.6428463087178161,2,-0.7480141917211226
tesla,-0.1,1,-0.6954302502194679,2,-0.7480141917211226
tesla,-0.05,1,-0.7217222209702951,2,-0.7480141917211226
tesla,0.0,2,-0.7480141917211226,2,-0.7480141917211226
tesla,0.05,2,-0.762008228497149,2,-0.7480141917211226
tesla,0.1,2,-0.7760022652731795,2,-0.7480141917211226
tesla,0.2,2,-0.8039903388252352,2,-0.7480141917211226
